text,language
"Les sages gens fait querre par molt grant segnorie,",Old French
"Et les devineors, que nul n'en i oublie.",Old French
"Qant assamblés les ot, si lor commande et prie",Old French
"Du mostre qui est nes ne li çoilent il mie,",Old French
"Mais dïent verité, savoir que senefie.",Old French
"Il i ot un sage home qui la teste ot florie,",Old French
"Cil li dist la verté, sor soi prist la baillie:",Old French
"""Rois, ce que tu demandes, veus tu que le te die?",Old French
Se tu t'en coreçoies ce sambleroit folie.,Old French
La chose que tu vois qui est a mort flaistrie,Old French
"Ce es tu qui te muers, nel te celerai mie;",Old French
Les testes que tu vois qui mostrent felonie,Old French
"Et que l'une vers l'autre porte si grant envie,",Old French
Ce sont li douze per q'as en ta compaignie.,Old French
Si tost com seras mors et ta vie fenie,Old French
La guerre iert commencie et ta terre saisie.,Old French
"Fai le mieus que tu pués, molt est corte ta vie.""",Old French
Se li rois a paor n'est mie de mervelle;,Old French
Devant lui voit celui qui sa mort li conseille,Old French
Ne de riens ne li dit qui la li apareille.,Old French
"Il a si grant angoisse que pas des ieus ne ceille,",Old French
Ne nus aspiremens de lui ne descoreille.,Old French
"Il se vait acouter sous l'ombre d'une treille,",Old French
Ne fust pas si molliés de l'eaue d'une seille,Old French
Com il est de suor sous la porpre vermeille.,Old French
"Une eure a chaut li rois si li rougist la face,",Old French
Autre eure devint noirs si froidist comme glace.,Old French
"Divinuspater vint, li sers de pute estrace,",Old French
"O lui Antipater, qui de mort le manace;",Old French
Desous un olivier descendent en la place,Old French
Et manderent le roi que grant honor lor face.,Old French
"Li rois ot la novele que li mes li deslace,",Old French
Il ala encontre aus ses acole et enbrace.,Old French
Le treü li presentent qui est venus de Trasce;,Old French
"Et dona a chascun, por ce que mieus lor place,",Old French
"Un anel de fin or de l'uevre de Galace,",Old French
L'une moitié de Gresce valoient li topace.,Old French
Li termes est venus que li arbre orent dit,Old French
Que li rois de sa mort n'aroit plus de respit.,Old French
"Li ans et li uit mois sont passé et complit,",Old French
"Dont entre li nuevismes, si com il est escrit.",Old French
"Li rois sot bien le terme, tous li cors li defrit;",Old French
"Il a mandé ses homes, talent a ques convit,",Old French
"Et vaura tenir cort, onques si grant ne vit;",Old French
"Iluec seront doné tyré, paile et samit,",Old French
Vaissel d'or et d'argent de la terre d'Egit.,Old French
"Li rois par maintes fois a ses barons mandés,",Old French
Dus et contes et princes et ses autres chasés;,Old French
Cel jor fu haute feste que il fu coronés.,Old French
Plus richement de lui n'iert mais rois atornés;,Old French
"Sa corone fu d'or, pierres i ot assés:",Old French
Jagonces et topaces et saffirs neelés.,Old French
"Sa mollier Rosenés, qui tant avoit biautés,",Old French
"Fu aveuc coronee et ses cors atornés,",Old French
Cors de si bele dame ne sera ja mais nes.,Old French
"Qui veïst son viaire, com il iert colorés!",Old French
"De blanc et de vermeil estoit entremellés,",Old French
Et li cors avenans et li cuers esmerés.,Old French
"Sous ciel n'a si dur home, tant soit vilains provés,",Old French
"S'il esgardast la dame, ne fust d'amors navrés,",Old French
Tant iert de bones teches ses cors enluminés.,Old French
"Qant fu fais li services et missael chantés,",Old French
Li rois issi du temple hautement celebrés;,Old French
Tholomés et Dans Clins vont devant les a les.,Old French
Cel jor fu Alixandres de maint home esgardés;,Old French
Il ot larges espaulles et bien fais les costés,Old French
"Et grant enforcheüre, d'or fu esperonés,",Old French
"Chauciés fu d'un brun paile a oiselés ovrés,",Old French
Et de meïsme rest li blïaus gironés;,Old French
Molt estoit biaus et gens et de cors acesmés.,Old French
"Sa corone soustienent Dans Clins et Tholomés,",Old French
"D'autre part Perdicas, qui des Grieus fu amés,",Old French
Qui du regne Alixandre fu puis rois coronés.,Old French
"Emenidus d'Arcage, li preus et li senés,",Old French
Tenoit une gisarme dont li fers estoit les,Old French
Et li aciers trenchans et li manches dorés.,Old French
"Por ce q'a icel jor iert li rois terminés,",Old French
"Q'a cel jor devoit estre mors et enpoisonés,",Old French
Grant place li faisoient environ de tous les.,Old French
"Par ces rues a vautes avoit tapis getés,",Old French
Et desus Alixandre tinrent pailes röés,Old French
"Por l'ardor du soleil, que li chaus iert levés.",Old French
Jusq'au maistre palais en fu ainsi menés;,Old French
El temple ancïenor fu li rois desarmés,Old French
De la corone d'or dont il iert coronés.,Old French
Les tables furent mises s'est li mengiers crïés;,Old French
Tels s'i assist a joie qui s'en leva troblés:,Old French
Ce fu li rois meïsmes qui fu enpoisonés.,Old French
A grant joie en menerent le,Old French
roi Mascedonés.,Old French
"Qui donques reveïst sa mollier Rosenés,",Old French
Ainsi com li baron l'en menerent aprés!,Old French
Ne fu si bele dame des le tans Moÿsés.,Old French
"Sa corone soustienent Leone et Filotés,",Old French
"Desus tinrent un paile Caulus et Aristés,",Old French
Que li chaus ne li arde le vis ne le palés.,Old French
En la chambre l'en mainent bonement et en pes;,Old French
"Sa corone li ostent li doi fil Aminés,",Old French
"Ses dras li ont ostés, car li chaus iert engrés.",Old French
"Au mengier sont assis a grant joie el palés,",Old French
Ains en seront iré qu'il en relievent mes.,Old French
Par toute Babilone a fait li rois crïer,Old French
Et tous les chevaliers de la terre mander,Old French
Que il viegnent a lui por sa cort honorer,Old French
Et por sa grant richece veoir et esgarder.,Old French
Onques n'en i vint nus qui ne feïst doner,Old French
Vaissel d'or ou d'argent ou paile d'outremer.,Old French
"A son plus maistre dois sist li rois au disner,",Old French
Et furent entor lui cel jor li douze per;,Old French
"Se il ot grant paor ne fist mie a blasmer,",Old French
"Car venus est li termes que il oïnomer,",Old French
"Que li arbre li dirent ou il ala parler,",Old French
Que cel jor de sa mort ne porroit trespasser.,Old French
A tous ciaus qui servoient fait li rois commander,Old French
Qu'il facent tuit lor manches jusqu'as coutes cauper,Old French
"Et viegnent en bras nus le mengier aporter,",Old French
Car durement se crient li rois d'enpoisoner;,Old French
Grant joie avra au cuer se cel jor puet passer.,Old French
"Mais li serf de put aire, qui nel veulent amer",Old French
"Et que il pensoit molt hautement honorer,",Old French
Ont aporté l'entosche por lui envenimer.,Old French
"Hé! las, por coi le firent? com l'oserent penser?",Old French
Ja mais si bon segnor ne porront recouvrer;,Old French
De Dayre le Persant lor peüst remembrer.,Old French
"Ja nus hom ne doit serf essaucier ne lever,",Old French
C'onques bone chançon n'en oïon chanter.,Old French
"Molt par fu grans la cors q'ot li rois assamblee,",Old French
Mainte bele richece i ot le jor donee.,Old French
"Li rois sist au mengier en la sale pavee,",Old French
"Molt par ot grant paor, sa gens fu effraee",Old French
Por ce q'a icel jor fu sa mort destinee,Old French
Ainsi com li dui arbre li orent devisee.,Old French
"Li doi serf qui sa mort li orent aportee,",Old French
"Li uns sist au mengier de la table honoree,",Old French
"Et li autres servi en la porpre roëe,",Old French
Devant le roi demaine tint la cope doree,Old French
Qui iert de riches pierres porprise et aornee.,Old French
Molt fu la traïson coiement porparlee:,Old French
"Por ce qu'il ont des bras chascuns la manche ostee,.",Old French
En l'ongle de ses paus ot l'entosche boutee.,Old French
"Qant li rois vaut le vin, la coupe a demandee,",Old French
Et cil fiert ens ses paus si la li a donee.,Old French
"Tantost com ot beü, si li art la coree,",Old French
Li cuers li muert el ventre s'a la color müee;,Old French
"Puis sailli de la table, la coupe a jus getee,",Old French
Por ce que vomir vaut une plume a rovee.,Old French
Antipater li fel l'en a une aprestee,Old French
"Q'il ot molt coiement sous son mantel botee,",Old French
Et estoit de venim entoschie et louee.,Old French
"Il a prise la plume, ne l'a pas esgardee,",Old French
Si l'a isnelement en sa bouche boutee;,Old French
Li deerrains venins li a la mort donee.,Old French
"Tuit li menbre li falent, la poitrine a enflee.",Old French
"""Ahi! fait il, maisnie, com dure destinee.",Old French
Tout por voir sans doutance or est ma vie outree.,Old French
"Des arbres et des mostres est la chose averee.""",Old French
"Qant li rois ot beü, si li froidist li cors,",Old French
Sa char devint plus vers que n'est fuelle de pors.,Old French
"Li dui serf le regardent, de la chambre issent fors;",Old French
"Or ne quiert chascuns plus mais d'iluec soit estors,",Old French
"Que ses pooit bailler Filote et Licanors,",Old French
"Nes raiembroit  li mons s'il devenist fins ors,",Old French
"Quant li rois se senti de la mort angoissier,",Old French
En une chambre a vaute s'en est alés couchier.,Old French
Li Grieu boutent les tables et lievent du mengier,Old French
Et pleurent et regretent lor segnor droiturier:,Old French
"""Ahi! rois, sor tous homes faisïés a proisier;",Old French
Ne vos penïés mie de vos gens abaissier,Old French
"Mais a vostre pooir lever et essaucier,",Old French
Et si les faisïés en richece baignier,Old French
Et donïés l'avoir et l'argent et l'or mier.,Old French
Ja mais n'avromes prince qui sache guerroier.,Old French
Que porront ore faire cil povre saudoier?,Old French
L'uns vendra son hauberc et l'autre son destrier.,Old French
"Cil sera mieus amés qui mieus sara plaidier.""",Old French
"Li rois entent les cris que font cil chevalier,",Old French
Tel duel a de sa gent que vis cuide esragier.,Old French
"Par mi l'uis d'une chambre entra en un vergier,",Old French
"Ens el flun d'Eufratés se veut aler noier,",Old French
Mais la mort l'angoissa quil fist agenollier;,Old French
"Qant ne pot plus aler, si se prist a hercier.",Old French
Sa mollier Rosenés le prist a enbracier,Old French
Et les ieus et la bouche li commence a baisier:,Old French
"""Sire, drois empereres, veus me tu dont laissier,",Old French
Et guerpir en cest siecle ta chaitive mollier?,Old French
"Je sui grosse et ençainte si ne me puis aidier,",Old French
"Rois, qui or me deüsses aidier et consellier.""",Old French
En un lit l'en porta cele qui molt l'ot chier.,Old French
Grieu et Mascedonois commencent a huchier,Old French
"Que se tost ne lor rent lor segnor droiturier,",Old French
Ja feront tous les huis de la chambre brisier.,Old French
"Li rois oïles cris et sa gent dolouser,",Old French
Sa mollier Rosenés commence a demander:,Old French
"""Quel noise oi je la fors en cel palais lever?""",Old French
"""Rois, Mascedonés sont, qu'on ne puet atemprer,",Old French
Qui veulent ceste chambre et les huis craventer,Old French
"Por ce qu'il ne vos pueent veïr ne esgarder.""",Old French
Li rois se commanda el palais a porter;,Old French
Lors veïssiés ses homes entor lui aüner,Old French
Et tant cheveus desrompre et tant dras descirer.,Old French
Et li rois a ses homes commença a parler:,Old French
"""Mascedonois et Grieu, je vos doi molt amer,",Old French
Car vos m'avés les terres aidié a conquester.,Old French
Çai ens sont li baron et tuit li douze per;,Old French
Par le los de vos tous vos veul segnor doner;,Old French
"Eslisiés qui vos plaist, je sui pres du livrer.""",Old French
Grieu et Mascedonois commencent a crïer:,Old French
"""Rois, qant nos ne poons a toi plus recovrer,",Old French
"Et hui nos en covient partir et dessevrer,",Old French
"Que mais ne te porrons en bataille mener,",Old French
"Perdicas nos otroie, qui tant est preus et ber,",Old French
"Car nel volons por autre ne changier ne müer.""",Old French
"Qant l'entent Alixandres, si commence a penser,",Old French
"Car il ne cuidoit mie q'a ce peüst torner,",Old French
Mais sa grant aventure ne li vaut trestorner.,Old French
"Adonques recommence le vassal a loër,",Old French
Le sens et la proëce de lui a ramenbrer;,Old French
Toute Gresce li done et les illes de mer,Old French
"Et toute Mascedoine, n'i vaut plus demorer.",Old French
"Cil li courut au pié si l'en va mercïer,",Old French
Grieu et Mascedonois l'en corent relever.,Old French
"Li rois ot grant angoisse, qui de la mort fu pres.",Old French
"Qant vint de pasmison, si regarde el palés,",Old French
"Entor lui vit sa gent, dont il i ot assés;",Old French
"Perdicas apela, coureçous et irés,",Old French
"Il li dist en plorant: ""Biaus amis, je vos les",Old French
"Ma contree de Gresce et les Mascedonés,",Old French
"Si vos commant ma feme, la bele Rosenés;",Old French
"Espousés la demain, par amors vos en bes.",Old French
"Ele est grosse et ençainte, d'enfant sostient le fes.",Old French
"Se li enfes est malles, aprés vostre decés",Old French
"Li otroiés le regne bonement et en pes,",Old French
"Et vostre soit la terre qui fu au roi Cersés,",Old French
Plus bele ne mellor ne verrés vos ja mais;,Old French
"Et se ele est meschine, molt grant avoir li les,",Old French
"Et si la marïés et només Alixés.""",Old French
"Et li rois li otrie par devant Filotés,",Old French
Et tuit li autre per li creantent aprés.,Old French
"Qant Alixandres voit que la mort le justise,",Old French
Contre terre s'estent et devoltre et debrise.,Old French
